query,language,category,difficulty,mode,recall@1,recall@5,recall@10,recall@20,recall@50,mrr,ndcg@10,hit_rate@10,hit_rate@20,any_match
What are the symptoms of iron deficiency?,english,symptoms,easy,dense,0.1,0.5,0.8,0.9,0.9,1.0,0.8701249883466593,1.0,1.0,1.0
What are the symptoms of iron deficiency?,english,symptoms,easy,bm25,0.1,0.4,0.4,0.4,0.4,1.0,0.5637884576902256,1.0,1.0,1.0
What are the symptoms of iron deficiency?,english,symptoms,easy,hybrid,0.1,0.5,0.9,1.0,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
What are the symptoms of iron deficiency?,english,symptoms,easy,hybrid_rerank,0.1,0.4,0.4,0.8,1.0,1.0,0.5541432109622958,1.0,1.0,1.0
What is a heart-healthy diet?,english,nutrition,medium,dense,0.1,0.5,0.5,0.8,0.8,1.0,0.6489315753318465,1.0,1.0,1.0
What is a heart-healthy diet?,english,nutrition,medium,bm25,0.1,0.5,0.7,0.7,0.7,1.0,0.800693766409882,1.0,1.0,1.0
What is a heart-healthy diet?,english,nutrition,medium,hybrid,0.1,0.5,0.8,1.0,1.0,1.0,0.8701249883466593,1.0,1.0,1.0
What is a heart-healthy diet?,english,nutrition,medium,hybrid_rerank,0.1,0.4,0.7,0.9,1.0,1.0,0.7702043899253147,1.0,1.0,1.0
How do I handle an anxiety attack?,english,treatment,hard,dense,0.1,0.5,0.6,0.6,0.6,1.0,0.727329844310522,1.0,1.0,1.0
How do I handle an anxiety attack?,english,treatment,hard,bm25,0.1,0.5,0.5,0.5,0.5,1.0,0.6489315753318465,1.0,1.0,1.0
How do I handle an anxiety attack?,english,treatment,hard,hybrid,0.1,0.4,0.7,1.0,1.0,1.0,0.7753366239771086,1.0,1.0,1.0
How do I handle an anxiety attack?,english,treatment,hard,hybrid_rerank,0.1,0.2,0.4,0.6,1.0,1.0,0.4351098955930419,1.0,1.0,1.0
What are the symptoms of Alzheimer's disease?,english,symptoms,hard,dense,0.1,0.5,0.9,0.9,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
What are the symptoms of Alzheimer's disease?,english,symptoms,hard,bm25,0.1,0.5,0.8,0.8,0.8,1.0,0.8572048559638628,1.0,1.0,1.0
What are the symptoms of Alzheimer's disease?,english,symptoms,hard,hybrid,0.1,0.5,0.9,1.0,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
What are the symptoms of Alzheimer's disease?,english,symptoms,hard,hybrid_rerank,0.1,0.4,0.7,1.0,1.0,1.0,0.7479350596733328,1.0,1.0,1.0
What is a random blood sugar test?,english,diagnosis,medium,dense,0.1,0.5,0.7,0.8,0.8,1.0,0.800693766409882,1.0,1.0,1.0
What is a random blood sugar test?,english,diagnosis,medium,bm25,0.1,0.5,0.5,0.5,0.5,1.0,0.6489315753318465,1.0,1.0,1.0
What is a random blood sugar test?,english,diagnosis,medium,hybrid,0.1,0.5,0.8,1.0,1.0,1.0,0.8701249883466593,1.0,1.0,1.0
What is a random blood sugar test?,english,diagnosis,medium,hybrid_rerank,0.1,0.4,0.5,0.6,1.0,1.0,0.6332196796270029,1.0,1.0,1.0
What are the symptoms of urinary tract infection?,english,symptoms,medium,dense,0.1,0.5,0.6,0.6,0.6,1.0,0.727329844310522,1.0,1.0,1.0
What are the symptoms of urinary tract infection?,english,symptoms,medium,bm25,0.1,0.5,0.6,0.9,0.9,1.0,0.727329844310522,1.0,1.0,1.0
What are the symptoms of urinary tract infection?,english,symptoms,medium,hybrid,0.1,0.5,0.7,1.0,1.0,1.0,0.7859162856301584,1.0,1.0,1.0
What are the symptoms of urinary tract infection?,english,symptoms,medium,hybrid_rerank,0.1,0.4,0.6,1.0,1.0,1.0,0.6871952210980248,1.0,1.0,1.0
How can I prevent osteoporosis?,english,prevention,medium,dense,0.1,0.5,0.9,0.9,0.9,1.0,0.933745776545611,1.0,1.0,1.0
How can I prevent osteoporosis?,english,prevention,medium,bm25,0.1,0.3,0.3,0.3,0.3,1.0,0.4690000933206748,1.0,1.0,1.0
How can I prevent osteoporosis?,english,prevention,medium,hybrid,0.1,0.5,0.9,1.0,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
How can I prevent osteoporosis?,english,prevention,medium,hybrid_rerank,0.1,0.3,0.5,0.7,1.0,1.0,0.605504765619221,1.0,1.0,1.0
What are the health harms of excessive sugar?,english,causes,easy,dense,0.1,0.5,0.8,0.8,0.8,1.0,0.8701249883466593,1.0,1.0,1.0
What are the health harms of excessive sugar?,english,causes,easy,bm25,0.1,0.3,0.4,0.4,0.4,1.0,0.5384313152574521,1.0,1.0,1.0
What are the health harms of excessive sugar?,english,causes,easy,hybrid,0.1,0.5,0.8,0.9,1.0,1.0,0.8701249883466593,1.0,1.0,1.0
What are the health harms of excessive sugar?,english,causes,easy,hybrid_rerank,0.1,0.4,0.7,0.7,1.0,1.0,0.7721596254947203,1.0,1.0,1.0
What are the symptoms of sickle cell anemia?,english,symptoms,hard,dense,0.1,0.5,0.6,0.6,0.7,1.0,0.727329844310522,1.0,1.0,1.0
What are the symptoms of sickle cell anemia?,english,symptoms,hard,bm25,0.1,0.5,0.6,0.9,0.9,1.0,0.727329844310522,1.0,1.0,1.0
What are the symptoms of sickle cell anemia?,english,symptoms,hard,hybrid,0.1,0.5,0.7,1.0,1.0,1.0,0.800693766409882,1.0,1.0,1.0
What are the symptoms of sickle cell anemia?,english,symptoms,hard,hybrid_rerank,0.1,0.4,0.6,0.8,1.0,1.0,0.7059054020403313,1.0,1.0,1.0
How do I start breastfeeding?,english,procedures,medium,dense,0.1,0.5,0.7,0.7,0.8,1.0,0.800693766409882,1.0,1.0,1.0
How do I start breastfeeding?,english,procedures,medium,bm25,0.1,0.5,0.6,0.6,0.6,1.0,0.7222954974312066,1.0,1.0,1.0
How do I start breastfeeding?,english,procedures,medium,hybrid,0.1,0.5,0.7,1.0,1.0,1.0,0.7967610662472993,1.0,1.0,1.0
How do I start breastfeeding?,english,procedures,medium,hybrid_rerank,0.1,0.3,0.6,0.8,1.0,1.0,0.6461194268314837,1.0,1.0,1.0
